"","...1","X","Department","Physical","Bio","Food","Sports.Science","Day","Starting.Time","Ending.Time","Number.of.Credits","Course.Title","Course.Code","Subject.Code","Course","Academic.Year","Location","Lecture.Type","General","Special","Semester.Half","Lecturer in Charge","Lecturing Hours","Time Slot"
"193",691,691,"Chemistry",1,1,0,0,"Thursday",13:00:00,14:00:00,1,"Advanced Chemical Kinetics","CHE 361 1.0","CHE","CHE 361 1.0 Advanced Chemical Kinetics",3,"C3","Lecture",0,1,1,"Dr. Tharindu Senapathi",1,"13:00:00 - 14:00:00"
"194",694,694,"Chemistry",1,1,0,0,"Friday",10:15:00,11:05:00,1,"Molecular Photochemistry","CHE 369 1.0","CHE","CHE 369 1.0 Molecular Photochemistry",3,"C3","Lecture",0,1,1,"Dr. S Rajapaksha",1,"10:15:00 - 11:05:00"
"195",697,697,"Chemistry",1,1,0,0,"Friday",11:10:00,12:00:00,1,"Diffraction Methods in Chemistry","CHE 365 1.0","CHE","CHE 365 1.0 Diffraction Methods in Chemistry",3,"C3","Lecture",0,1,1,"Prof. N Kottegoda",1,"11:10:00 - 12:00:00"
"196",700,700,"Chemistry",1,1,0,0,"Monday",10:15:00,11:05:00,1,"Solid State Chemistry","CHE 476 1.0","CHE","CHE 476 1.0 Solid State Chemistry",4,"C4","Lecture",0,1,1,"Prof. N Kottegoda",1,"10:15:00 - 11:05:00"
"197",703,703,"Chemistry",1,1,0,0,"Monday",11:10:00,12:00:00,1,"Polymer Chemistry","CHE 456 1.0","CHE","CHE 456 1.0 Polymer Chemistry",4,"C4","Lecture",0,1,1,"Prof. Thilini Gunasekara",1,"11:10:00 - 12:00:00"
"198",706,706,"Chemistry",1,1,0,0,"Monday",13:00:00,14:00:00,1,"New Trends in Organic Synthesis","CHE 401 1.0","CHE","CHE 401 1.0 New Trends in Organic Synthesis",4,"C4","Lecture",0,1,1,"Dr. Laksiri Weerasinghe",1,"13:00:00 - 14:00:00"
"199",709,709,"Chemistry",1,1,0,0,"Monday",14:00:00,15:00:00,1,"Advanced Surface Chemistry","CHE 458 1.0","CHE","CHE 458 1.0 Advanced Surface Chemistry",4,"C4","Lecture",0,1,1,"Dr. L Palliyaguru",1,"14:00:00 - 15:00:00"
"200",712,712,"Chemistry",1,1,0,0,"Monday",16:00:00,17:00:00,1,"Quality Control and Assurance","CHE 485 1.0","CHE","CHE 485 1.0 Quality Control and Assurance",4,"C1","Lecture",0,1,1,"Dr. Ushantha Jayalath",1,"16:00:00 - 17:00:00"
"201",715,715,"Chemistry",1,1,0,0,"Tuesday",08:00:00,08:50:00,1,"Polymer Technology","CHE 464 1.0","CHE","CHE 464 1.0 Polymer Technology",4,"C4","Lecture",0,1,1,"Dr. Chandima Narangoda",1,"08:00:00 - 08:50:00"
"202",718,718,"Chemistry",1,1,0,0,"Tuesday",10:15:00,11:05:00,1,"Chemistry of Plant products and their Applications in Industry","CHE 466 1.0","CHE","CHE 466 1.0 Chemistry of Plant products and their Applications in Industry",4,"C4","Lecture",0,1,1,"Prof. P Godakumbura",1,"10:15:00 - 11:05:00"
"203",721,721,"Chemistry",1,1,0,0,"Tuesday",11:10:00,12:00:00,1,"Basic Chemical Engineering","CHE 461 1.0","CHE","CHE 461 1.0 Basic Chemical Engineering",4,"C4","Lecture",0,1,1,"VL",1,"11:10:00 - 12:00:00"
"204",724,724,"Chemistry",1,1,0,0,"Tuesday",13:00:00,14:00:00,1,"Medicinal Chemistry","CHE 454 1.0","CHE","CHE 454 1.0 Medicinal Chemistry",4,"C4","Lecture",0,1,1,"Dr. Upul Kumarasinghe",1,"13:00:00 - 14:00:00"
"205",727,727,"Chemistry",1,1,0,0,"Wednesday",08:55:00,09:45:00,1,"Supramolecular Chemistry","CHE 491 1.0","CHE","CHE 491 1.0 Supramolecular Chemistry",4,"C4","Lecture",0,1,1,"Dr. I Fernando",1,"08:55:00 - 09:45:00"
"206",730,730,"Chemistry",1,1,0,0,"Wednesday",11:10:00,12:00:00,1,"Atmospheric Chemistry","CHE 498 1.0","CHE","CHE 498 1.0 Atmospheric Chemistry",4,"C4","Lecture",0,1,1,"Prof. C D Jayaweera",1,"11:10:00 - 12:00:00"
"207",733,733,"Chemistry",1,1,0,0,"Wednesday",13:00:00,14:00:00,1,"Molecular Spectroscopy","CHE 457 1.0","CHE","CHE 457 1.0 Molecular Spectroscopy",4,"C4","Lecture",0,1,1,"Prof. N Kottegoda",1,"13:00:00 - 14:00:00"
"208",736,736,"Polymer Science",1,1,0,0,"Monday",08:55:00,11:05:00,3,"Polymeric Materials","PSC 104 3.0","PSC","PSC 104 3.0 Polymeric Materials",1,"C2","Lecture",1,0,1,"Prof. Laleen Karunanayake",2,"08:55:00 - 11:05:00"
"209",737,737,"Polymer Science",1,1,0,0,"Monday",08:55:00,11:05:00,3,"Polymeric Materials","PSC 104 3.0","PSC","PSC 104 3.0 Polymeric Materials",1,"C2","Lecture",1,0,1,"Dr. Dammika Weerathunga",2,"08:55:00 - 11:05:00"
"210",742,742,"Polymer Science",1,1,0,0,"Monday",10:15:00,11:05:00,1,"Polymer Blends and Composite","PST 301 1.0","PST","PST 301 1.0 Polymer Blends and Composite",3,"C2","Lecture",1,0,1,"Dr. Thusitha Etampawala",1,"10:15:00 - 11:05:00"
"211",745,745,"Polymer Science",1,1,0,0,"Monday",11:10:00,12:00:00,1,"Introduction to Engineering Materials","PST 313 1.0","PST","PST 313 1.0 Introduction to Engineering Materials",3,"C2","Lecture",1,0,1,"Dr. Sulashi Samarasinghe",1,"11:10:00 - 12:00:00"
"212",748,748,"Polymer Science",1,1,0,0,"Tuesday",13:00:00,14:00:00,3,"Polymeric Materials","PSC 104 3.0","PSC","PSC 104 3.0 Polymeric Materials",1,"C1","Lecture",1,0,1,"Prof. Laleen Karunanayake",1,"13:00:00 - 14:00:00"
"213",749,749,"Polymer Science",1,1,0,0,"Tuesday",13:00:00,14:00:00,3,"Polymeric Materials","PSC 104 3.0","PSC","PSC 104 3.0 Polymeric Materials",1,"C1","Lecture",1,0,1,"Dr. Dammika Weerathunga",1,"13:00:00 - 14:00:00"
"214",754,754,"Polymer Science",1,1,0,0,"Tuesday",08:55:00,09:45:00,1,"Polymer Kinetics","PSC 205 1.0","PSC","PSC 205 1.0 Polymer Kinetics",2,"C2","Lecture",1,0,1,"Dr. Madhubhashini Maddumaarachchi",1,"08:55:00 - 09:45:00"
"215",757,757,"Polymer Science",1,1,0,0,"Tuesday",13:00:00,15:00:00,2,"Polymer Characterization","PSC 202 2.0","PSC","PSC 202 2.0 Polymer Characterization",2,"C2","Lecture",1,0,1,"Prof. Thilini Gunasekara",2,"13:00:00 - 15:00:00"
"216",766,766,"Polymer Science",1,1,0,0,"Tuesday",13:00:00,15:00:00,2,"Polymers in Textile Industry","PSC 318 2.0","PSC","PSC 318 2.0 Polymers in Textile Industry",3,"C3","Lecture",1,0,1,"Dr. Sulashi Samarasinghe",2,"13:00:00 - 15:00:00"
"217",772,772,"Polymer Science",1,1,0,0,"Wednesday",10:15:00,12:00:00,2,"Polymer Degradation","PST 103 2.0","PST","PST 103 2.0 Polymer Degradation",1,"C2","Lecture",1,0,1,"Prof. Thilini Gunasekara",2,"10:15:00 - 12:00:00"
"218",787,787,"Polymer Science",1,1,0,0,"Thursday",08:00:00,09:45:00,2,"Polymer Processing and Product Testing","PSC 206 2.0","PSC","PSC 206 2.0 Polymer Processing and Product Testing",2,"C2","Lecture",1,0,1,"Prof. Shantha Walpalage",2,"08:00:00 - 09:45:00"
"219",788,788,"Polymer Science",1,1,0,0,"Thursday",08:00:00,09:45:00,2,"Polymer Processing and Product Testing","PSC 206 2.0","PSC","PSC 206 2.0 Polymer Processing and Product Testing",2,"C2","Lecture",1,0,1,"Dr. Dammika Weerathunga",2,"08:00:00 - 09:45:00"
"220",790,790,"Polymer Science",1,1,0,0,"Thursday",10:15:00,12:00:00,2,"Introduction to Waste Water Treatment processes in Polymer Industry","PST 314 2.0","PST","PST 314 2.0 Introduction to Waste Water Treatment processes in Polymer Industry",3,"C2","Lecture",1,0,1,"Dr. Dammika Weerathunga",2,"10:15:00 - 12:00:00"
"221",793,793,"Polymer Science",1,1,0,0,"Thursday",13:00:00,14:00:00,1,"Environment and Polymer Industry","PST 315 1.0","PST","PST 315 1.0 Environment and Polymer Industry",3,"NFC6","Lecture",1,0,1,"Prof. S.D.M. Chinthaka",1,"13:00:00 - 14:00:00"
"222",811,811,"Polymer Science",1,1,0,0,"Tuesday",08:55:00,11:05:00,2,"Polymer Industry and Its Environment Impact","PCH 364 2.0","PCH","PCH 364 2.0 Polymer Industry and Its Environment Impact",3,"NFC6","Lecture",0,1,1,"Prof. S.D.M. Chinthaka",2,"08:55:00 - 11:05:00"
"223",814,814,"Polymer Science",1,1,0,0,"Tuesday",11:10:00,12:00:00,2,"Advanced Concepts in Thermodynamics and Statistical Thermodynamics","PCH 371 2.0","PCH","PCH 371 2.0 Advanced Concepts in Thermodynamics and Statistical Thermodynamics",3,"NFC6","Lecture",0,1,1,"Dr. Thusitha Etampawala",1,"11:10:00 - 12:00:00"
"224",817,817,"Polymer Science",1,1,0,0,"Tuesday",13:00:00,15:00:00,2,"Polymers in Textile Industry","PCH 369 2.0","PCH","PCH 369 2.0 Polymers in Textile Industry",3,"C3","Lecture",0,1,1,"Dr. Sulashi Samarasinghe",2,"13:00:00 - 15:00:00"
"225",820,820,"Polymer Science",1,1,0,0,"Tuesday",15:00:00,16:00:00,2,"Organic Synthesis","PCH 370 2.0","PCH","PCH 370 2.0 Organic Synthesis",3,"C2","Lecture",0,1,1,"Dr. Sampath Gunathilaka",1,"15:00:00 - 16:00:00"
"226",823,823,"Polymer Science",1,1,0,0,"Wednesday",08:00:00,08:50:00,1,"Molecular Modeling and Computational Chemistry","PCH 365 1.0","PCH","PCH 365 1.0 Molecular Modeling and Computational Chemistry",3,"Online","Lecture",0,1,1,"Dr. Ranga Jayakody",1,"08:00:00 - 08:50:00"
"227",832,832,"Polymer Science",1,1,0,0,"Wednesday",16:00:00,17:00:00,2,"Organic Synthesis","PCH 370 2.0","PCH","PCH 370 2.0 Organic Synthesis",3,"C2","Lecture",0,1,1,"Dr. Sampath Gunathilaka",1,"16:00:00 - 17:00:00"
"228",835,835,"Polymer Science",1,1,0,0,"Thursday",08:00:00,08:50:00,2,"Advanced Concepts in Thermodynamics and Statistical Thermodynamics","PCH 371 2.0","PCH","PCH 371 2.0 Advanced Concepts in Thermodynamics and Statistical Thermodynamics",3,"NFC6","Lecture",0,1,1,"Dr. Thusitha Etampawala",1,"08:00:00 - 08:50:00"
"229",838,838,"Polymer Science",1,1,0,0,"Thursday",10:15:00,12:00:00,2,"Advanced Organic and Inorganic Spectroscopy","PCH 360 2.0","PCH","PCH 360 2.0 Advanced Organic and Inorganic Spectroscopy",3,"NFC6","Lecture",0,1,1,"Dr. Narangoda",2,"10:15:00 - 12:00:00"
"230",841,841,"Polymer Science",1,1,0,0,"Thursday",14:00:00,15:00:00,1,"Degradable Polymer Technology","PCH 356 1.0","PCH","PCH 356 1.0 Degradable Polymer Technology",3,"C2","Lecture",0,1,1,"Prof. Thilini Gunasekara",1,"14:00:00 - 15:00:00"
"231",847,847,"Polymer Science",1,1,0,0,"Thursday",10:15:00,11:05:00,1,"Analysis of Macromolecules","PCH 465 1.0","PCH","PCH 465 1.0 Analysis of Macromolecules",4,"C3","Lecture",0,1,1,"Dr. Madhubhashini Maddumaarachchi",1,"10:15:00 - 11:05:00"
"232",850,850,"Polymer Science",1,1,0,0,"Thursday",13:00:00,14:00:00,1,"Advanced Inorganic Polymers","PCH 462 1.0","PCH","PCH 462 1.0 Advanced Inorganic Polymers",4,"C2","Lecture",0,1,1,"Dr. Sampath Gunathilaka",1,"13:00:00 - 14:00:00"
"233",853,853,"Polymer Science",1,1,0,0,"Friday",10:15:00,12:00:00,2,"Advanced Polymer Materials","PCH 458 2.0","PCH","PCH 458 2.0 Advanced Polymer Materials",4,"C2","Lecture",0,1,1,"Dr. Sampath Gunathilaka",2,"10:15:00 - 12:00:00"
"234",856,856,"Polymer Science",1,1,0,0,"Friday",13:00:00,14:00:00,1,"Finite Element Analysis","PCH 456 1.0","PCH","PCH 456 1.0 Finite Element Analysis",4,"C2","Lecture",0,1,1,"Prof. Shantha Walpalage",1,"13:00:00 - 14:00:00"
"235",859,859,"Sports Science",0,0,0,1,"Monday",08:00:00,09:45:00,2,"Basic Biochemistry","SSM 106 2.0","SSM","SSM 106 2.0 Basic Biochemistry",1,"NFC6","Lecture",0,1,1,"Dr. S. Weerasinghe",2,"08:00:00 - 09:45:00"
"236",862,862,"Sports Science",0,0,0,1,"Monday",10:15:00,12:00:00,1,"General Anatomy I","SSM 125 1.0","SSM","SSM 125 1.0 General Anatomy I",1,"O","Lecture",0,1,1,"Dr. S. Weerasinghe",2,"10:15:00 - 12:00:00"
"237",863,863,"Sports Science",0,0,0,1,"Monday",10:15:00,12:00:00,1,"General Anatomy I","SSM 125 1.0","SSM","SSM 125 1.0 General Anatomy I",1,"O","Lecture",0,1,1,"Dr. S. Weerasinghe",2,"10:15:00 - 12:00:00"
"238",864,864,"Sports Science",0,0,0,1,"Monday",10:15:00,12:00:00,1,"General Anatomy I","SSM 125 1.0","SSM","SSM 125 1.0 General Anatomy I",1,"O","Lecture",0,1,1,"Dr. S. Weerasinghe",2,"10:15:00 - 12:00:00"
"239",865,865,"Sports Science",0,0,0,1,"Monday",13:00:00,15:00:00,2,"Sports Biomechanics","SSM 108 2.0","SSM","SSM 108 2.0 Sports Biomechanics",1,"NFC6","Lecture",0,1,1,"Mr. K.P. Manawadu",2,"13:00:00 - 15:00:00"
"240",866,866,"Sports Science",0,0,0,1,"Monday",13:00:00,15:00:00,2,"Sports Biomechanics","SSM 108 2.0","SSM","SSM 108 2.0 Sports Biomechanics",1,"NFC6","Lecture",0,1,1,"Mr. K.P.I. Silva",2,"13:00:00 - 15:00:00"
"241",868,868,"Sports Science",0,0,0,1,"Monday",15:00:00,17:00:00,2,"Aerobics for Health Promotion","SSM 192 2.0","SSM","SSM 192 2.0 Aerobics for Health Promotion",1,"NFC6","Lecture",0,1,1,"Ms. Kalani Harshala",2,"15:00:00 - 17:00:00"
"242",869,869,"Sports Science",0,0,0,1,"Monday",15:00:00,17:00:00,2,"Aerobics for Health Promotion","SSM 192 2.0","SSM","SSM 192 2.0 Aerobics for Health Promotion",1,"NFC6","Lecture",0,1,1,"Mr. D.S.L. Perera",2,"15:00:00 - 17:00:00"
"243",871,871,"Sports Science",0,0,0,1,"Monday",08:00:00,11:05:00,2,"FMSA of Coordination Sports Hockey","SSM 293 2.0","SSM","SSM 293 2.0 FMSA of Coordination Sports Hockey",2,"O","Lecture",0,1,1,"Dr. S.K. Fernando",3,"08:00:00 - 11:05:00"
"244",874,874,"Sports Science",0,0,0,1,"Monday",14:00:00,17:00:00,2,"FMSA of Coordination Sports Cricket","SSM 293 2.0","SSM","SSM 293 2.0 FMSA of Coordination Sports Cricket",2,"O","Lecture",0,1,1,"Mr. L.H.M.P. De Silva",3,"14:00:00 - 17:00:00"
"245",877,877,"Sports Science",0,0,0,1,"Monday",10:15:00,12:00:00,2,"Operations Research in Sports","SSM 367 2.0","SSM","SSM 367 2.0 Operations Research in Sports",3,"NFC6","Lecture",0,1,1,"Dr. H.P.N. Perera",2,"10:15:00 - 12:00:00"
"246",880,880,"Sports Science",0,0,0,1,"Monday",13:00:00,15:00:00,2,"Financial Management","SSM 364 2.0","SSM","SSM 364 2.0 Financial Management",3,"B2","Lecture",0,1,1,"Ms. M.H. Kumaragamage",2,"13:00:00 - 15:00:00"
"247",883,883,"Sports Science",0,0,0,1,"Tuesday",10:15:00,12:00:00,1,"Physiology I","SSM 124 1.0","SSM","SSM 124 1.0 Physiology I",1,"O","Lecture",0,1,1,"Dr. S. Weerasinghe",2,"10:15:00 - 12:00:00"
"248",884,884,"Sports Science",0,0,0,1,"Tuesday",10:15:00,12:00:00,1,"Physiology I","SSM 124 1.0","SSM","SSM 124 1.0 Physiology I",1,"O","Lecture",0,1,1,"Dr. S. Weerasinghe",2,"10:15:00 - 12:00:00"
"249",885,885,"Sports Science",0,0,0,1,"Tuesday",10:15:00,12:00:00,1,"Physiology I","SSM 124 1.0","SSM","SSM 124 1.0 Physiology I",1,"O","Lecture",0,1,1,"Dr. S. Weerasinghe",2,"10:15:00 - 12:00:00"
"250",886,886,"Sports Science",0,0,0,1,"Tuesday",15:00:00,16:00:00,1,"Sports Sociology","SSM 155 1.0","SSM","SSM 155 1.0 Sports Sociology",1,"NFC6","Lecture",0,1,1,"Dr. S.K. Fernando",1,"15:00:00 - 16:00:00"
"251",892,892,"Sports Science",0,0,0,1,"Tuesday",08:00:00,09:45:00,2,"Financial Accounting","SSM 260 2.0","SSM","SSM 260 2.0 Financial Accounting",2,"NFC6","Lecture",0,1,1,"Dr. H.P.N. Perera",2,"08:00:00 - 09:45:00"
"252",895,895,"Sports Science",0,0,0,1,"Tuesday",10:15:00,12:00:00,2,"Applied Sports and Ex. Psychol.","SSM 254 2.0","SSM","SSM 254 2.0 Applied Sports and Ex. Psychol.",2,"NFC6","Lecture",0,1,1,"Mrs. A.M.G.C.P. Adikari",2,"10:15:00 - 12:00:00"
"253",898,898,"Sports Science",0,0,0,1,"Tuesday",13:00:00,16:00:00,2,"Mixed Martial ArtsTaekwondo","SSM 294 2.0","SSM","SSM 294 2.0 Mixed Martial ArtsTaekwondo",2,"O","Lecture",0,1,1,"Miss. Shalini Bandara Dissanayake",3,"13:00:00 - 16:00:00"
"254",904,904,"Sports Science",0,0,0,1,"Tuesday",13:00:00,15:00:00,2,"Sports for Special Population","SSM 388 2.0","SSM","SSM 388 2.0 Sports for Special Population",3,"NFC6","Lecture",0,1,1,"Mr. D.S.L. Perera",2,"13:00:00 - 15:00:00"
"255",905,905,"Sports Science",0,0,0,1,"Tuesday",13:00:00,15:00:00,2,"Sports for Special Population","SSM 388 2.0","SSM","SSM 388 2.0 Sports for Special Population",3,"NFC6","Lecture",0,1,1,"Dr. M.A.S. Udayanga",2,"13:00:00 - 15:00:00"
"256",907,907,"Sports Science",0,0,0,1,"Wednesday",10:15:00,12:00:00,1,"Introduction to Mathematical Software","SSM 111 1.0","SSM","SSM 111 1.0  Introduction to Mathematical Software",1,"M1","Lecture",0,1,1,"Dr. M.T.M. Perera",2,"10:15:00 - 12:00:00"
"257",908,908,"Sports Science",0,0,0,1,"Wednesday",10:15:00,12:00:00,1,"Introduction to Mathematical Software","SSM 111 1.0","SSM","SSM 111 1.0  Introduction to Mathematical Software",1,"M1","Lecture",0,1,1,"Mr. Chameera Ginige",2,"10:15:00 - 12:00:00"
"258",910,910,"Sports Science",0,0,0,1,"Wednesday",13:00:00,16:00:00,1,"FMSA Gymnastics","SSM 191 1.0","SSM","SSM 191 1.0 FMSA Gymnastics",1,"O","Lecture",0,1,1,"Ms. Chalanima Kariyawasam",3,"13:00:00 - 16:00:00"
"259",913,913,"Sports Science",0,0,0,1,"Wednesday",08:00:00,09:45:00,2,"Exercise andSports Physiology","SSM 225 2.0","SSM","SSM 225 2.0 Exercise andSports Physiology",2,"NFC6","Lecture",0,1,1,"Mrs. A.M.G.C.P. Adikari",2,"08:00:00 - 09:45:00"
"260",914,914,"Sports Science",0,0,0,1,"Wednesday",08:00:00,09:45:00,2,"Exercise andSports Physiology","SSM 225 2.0","SSM","SSM 225 2.0 Exercise andSports Physiology",2,"NFC6","Lecture",0,1,1,"Dr. M.A.S. Udayanga",2,"08:00:00 - 09:45:00"
"261",916,916,"Sports Science",0,0,0,1,"Wednesday",10:15:00,12:00:00,2,"Mixed Martial Arts Wrestling","SSM 294 2.0","SSM","SSM 294 2.0  Mixed Martial Arts Wrestling",2,"O","Lecture",0,1,1,"Mr. Hansaka Kapukotuwa",2,"10:15:00 - 12:00:00"
"262",917,917,"Sports Science",0,0,0,1,"Wednesday",10:15:00,12:00:00,2,"Mixed Martial Arts Wrestling","SSM 294 2.0","SSM","SSM 294 2.0  Mixed Martial Arts Wrestling",2,"O","Lecture",0,1,1,"Mrs. Sandakan Tharaka",2,"10:15:00 - 12:00:00"
"263",919,919,"Sports Science",0,0,0,1,"Wednesday",13:00:00,14:00:00,2,"Mixed Martial Arts Wrestling","SSM 294 2.0","SSM","SSM 294 2.0  Mixed Martial Arts Wrestling",2,"O","Lecture",0,1,1,"Mr. Hansaka Kapukotuwa",1,"13:00:00 - 14:00:00"
"264",920,920,"Sports Science",0,0,0,1,"Wednesday",13:00:00,14:00:00,2,"Mixed Martial Arts Wrestling","SSM 294 2.0","SSM","SSM 294 2.0  Mixed Martial Arts Wrestling",2,"O","Lecture",0,1,1,"Mrs. Sandakan Tharaka",1,"13:00:00 - 14:00:00"
"265",922,922,"Sports Science",0,0,0,1,"Wednesday",14:00:00,15:00:00,1,"LTAD","SSM 272 1.0","SSM","SSM 272 1.0  LTAD",2,"NFC6","Lecture",0,1,1,"Dr. M.A.S. Udayanga",1,"14:00:00 - 15:00:00"
"266",925,925,"Sports Science",0,0,0,1,"Wednesday",08:00:00,09:45:00,2,"Dietetics","SSM 375 2.0","SSM","SSM 375 2.0 Dietetics",3,"NFC6","Lecture",0,1,1,"Dr. S. Weerasinghe",2,"08:00:00 - 09:45:00"
"267",928,928,"Sports Science",0,0,0,1,"Wednesday",10:15:00,12:00:00,2,"Sport Org. Behaviour","SSM 366 2.0","SSM","SSM 366 2.0 Sport Org. Behaviour",3,"NFC6","Lecture",0,1,1,"Mr. A.L.K.R. Fernando",2,"10:15:00 - 12:00:00"
"268",929,929,"Sports Science",0,0,0,1,"Wednesday",10:15:00,12:00:00,2,"Sport Org. Behaviour","SSM 366 2.0","SSM","SSM 366 2.0 Sport Org. Behaviour",3,"NFC6","Lecture",0,1,1,"Ms. M.H. Kumaragamage",2,"10:15:00 - 12:00:00"
"269",931,931,"Sports Science",0,0,0,1,"Wednesday",13:00:00,15:00:00,2,"Analytic Methods in Sports","SSM 374 2.0","SSM","SSM 374 2.0 Analytic Methods in Sports",3,"NFC6","Lecture",0,1,1,"Dr. R. Silva",2,"13:00:00 - 15:00:00"
"270",934,934,"Sports Science",0,0,0,1,"Wednesday",15:00:00,17:00:00,1,"Advanced Training Methods in Selected Sports","SSM 390 1.0","SSM","SSM 390 1.0 Advanced Training Methods in Selected Sports",3,"NFC6","Lecture",0,1,1,"Mr. K.P. Manawadu",2,"15:00:00 - 17:00:00"
"271",935,935,"Sports Science",0,0,0,1,"Wednesday",15:00:00,17:00:00,1,"Advanced Training Methods in Selected Sports","SSM 390 1.0","SSM","SSM 390 1.0 Advanced Training Methods in Selected Sports",3,"NFC6","Lecture",0,1,1,"Mr. L.H.M.P. De Silva",2,"15:00:00 - 17:00:00"
"272",937,937,"Sports Science",0,0,0,1,"Thursday",08:00:00,12:00:00,1,"FMSA of Athletics II","SSM 189 1.0","SSM","SSM 189 1.0 FMSA of Athletics II",1,"O","Lecture",0,1,1,"Mr. L.H.M.P. De Silva",4,"08:00:00 - 12:00:00"
"273",940,940,"Sports Science",0,0,0,1,"Thursday",13:00:00,15:00:00,3,"FMSA of Ball Games Basketball","SSM 190 3.0","SSM","SSM 190 3.0 FMSA of Ball Games Basketball",1,"O","Lecture",0,1,1,"Mr. K.P.I. Silva",2,"13:00:00 - 15:00:00"
"274",943,943,"Sports Science",0,0,0,1,"Thursday",08:00:00,09:45:00,2,"Analytic Methods in Sports","SSM 203 2.0","SSM","SSM 203 2.0 Analytic Methods in Sports",2,"NFC6","Lecture",0,1,1,"Dr. R. Silva",2,"08:00:00 - 09:45:00"
"275",944,944,"Sports Science",0,0,0,1,"Thursday",08:00:00,09:45:00,2,"Analytic Methods in Sports","SSM 203 2.0","SSM","SSM 203 2.0 Analytic Methods in Sports",2,"NFC6","Lecture",0,1,1,"Mr. K.P.I. Silva",2,"08:00:00 - 09:45:00"
"276",946,946,"Sports Science",0,0,0,1,"Thursday",10:15:00,12:00:00,2,"Strength and Conditioning","SSM 271 2.0","SSM","SSM 271 2.0 Strength and Conditioning",2,"NFC6","Lecture",0,1,1,"Mr. K.P. Manawadu",2,"10:15:00 - 12:00:00"
"277",949,949,"Sports Science",0,0,0,1,"Thursday",13:00:00,15:00:00,0,"Professional Skills Development II","SSM 216 0.0","SSM","SSM 216 0.0 Professional Skills Development II",2,"O","Lecture",0,1,1,"Ms. L.Y.K. Mendis",2,"13:00:00 - 15:00:00"
"278",952,952,"Sports Science",0,0,0,1,"Thursday",08:00:00,12:00:00,2,"Practicum in Sports and Physical Education","SSM 352 2.0","SSM","SSM 352 2.0 Practicum in Sports and Physical Education",3,"O","Lecture",0,1,1,"Mr. D.S.L. Perera",4,"08:00:00 - 12:00:00"
"279",955,955,"Sports Science",0,0,0,1,"Thursday",13:00:00,14:00:00,2,"Practicum in Sports and Physical Education","SSM 352 2.0","SSM","SSM 352 2.0 Practicum in Sports and Physical Education",3,"NFC6","Lecture",0,1,1,"Mr. D.S.L. Perera",1,"13:00:00 - 14:00:00"
"280",961,961,"Sports Science",0,0,0,1,"Friday",08:00:00,11:05:00,3,"FMSA of Ball Games Football","SSM 190 3.0","SSM","SSM 190 3.0 FMSA of Ball Games Football",1,"O","Lecture",0,1,1,"Mrs. Sandakan Tharaka",3,"08:00:00 - 11:05:00"
"281",964,964,"Sports Science",0,0,0,1,"Friday",13:00:00,15:00:00,3,"FMSA of Ball Games Netball","SSM 190 3.0","SSM","SSM 190 3.0 FMSA of Ball Games Netball",1,"O","Lecture",0,1,1,"Mrs. Sandakan Tharaka",2,"13:00:00 - 15:00:00"
"282",967,967,"Sports Science",0,0,0,1,"Friday",08:00:00,11:05:00,2,"Mixed Martial ArtsBoxing","SSM 294 2.0","SSM","SSM 294 2.0 Mixed Martial ArtsBoxing",2,"O","Lecture",0,1,1,"Mr. Gihan Maduwantha",3,"08:00:00 - 11:05:00"
"283",968,968,"Sports Science",0,0,0,1,"Friday",08:00:00,11:05:00,2,"Mixed Martial ArtsBoxing","SSM 294 2.0","SSM","SSM 294 2.0 Mixed Martial ArtsBoxing",2,"O","Lecture",0,1,1,"Mr. Chameera Ginige",3,"08:00:00 - 11:05:00"
"284",970,970,"Sports Science",0,0,0,1,"Friday",14:00:00,17:00:00,2,"FMSA of Coordination Sports Baseball","SSM 293 2.0","SSM","SSM 293 2.0 FMSA of Coordination Sports Baseball",2,"O","Lecture",0,1,1,"Mr. Vihanga De Silva",3,"14:00:00 - 17:00:00"
"285",971,971,"Sports Science",0,0,0,1,"Friday",14:00:00,17:00:00,2,"FMSA of Coordination Sports Baseball","SSM 293 2.0","SSM","SSM 293 2.0 FMSA of Coordination Sports Baseball",2,"O","Lecture",0,1,1,"Mr. L.H.M.P. De Silva",3,"14:00:00 - 17:00:00"
"286",973,973,"Sports Science",0,0,0,1,"Friday",08:00:00,09:45:00,2,"Practicum in Sports and Physical Education","SSM 352 2.0","SSM","SSM 352 2.0 Practicum in Sports and Physical Education",3,"O","Lecture",0,1,1,"Mr. D.S.L. Perera",2,"08:00:00 - 09:45:00"
"287",976,976,"Sports Science",0,0,0,1,"Friday",10:15:00,12:00:00,2,"Sport Ent. and Business Dev.","SSM 365 2.0","SSM","SSM 365 2.0 Sport Ent. and Business Dev.",3,"NFC6","Lecture",0,1,1,"Mr. A.L.K.R. Fernando",2,"10:15:00 - 12:00:00"
"288",979,979,"Sports Science",0,0,0,1,"Friday",13:00:00,15:00:00,2,"Practicum in Sports and Physical Education","SSM 352 2.0","SSM","SSM 352 2.0 Practicum in Sports and Physical Education",3,"B2","Lecture",0,1,1,"Mr. D.S.L. Perera",2,"13:00:00 - 15:00:00"
