"","Location","Day","TimeSlot","Availability","AvailabilityDescription"
"959","LCS1","Tuesday","13:00 - 14:00",1,"Not Available"
"960","LCS1","Tuesday","14:00 - 15:00",1,"Not Available"
"961","LCS1","Tuesday","15:00 - 16:00",1,"Not Available"
"962","LCS1","Tuesday","16:00 - 17:00",1,"Not Available"
"963","LCS1","Tuesday","17:00 - 17:45",0,"Available"
"964","LCS1","Wednesday","08:00 - 08:50",1,"Not Available"
"965","LCS1","Wednesday","08:55 - 09:45",1,"Not Available"
"966","LCS1","Wednesday","10:15 - 11:05",0,"Available"
"967","LCS1","Wednesday","11:10 - 12:00",0,"Available"
"968","LCS1","Wednesday","13:00 - 14:00",0,"Available"
"969","LCS1","Wednesday","14:00 - 15:00",0,"Available"
"970","LCS1","Wednesday","15:00 - 16:00",0,"Available"
"971","LCS1","Wednesday","16:00 - 17:00",0,"Available"
"972","LCS1","Wednesday","17:00 - 17:45",0,"Available"
"973","LCS1","Thursday","08:00 - 08:50",0,"Available"
"974","LCS1","Thursday","08:55 - 09:45",0,"Available"
"975","LCS1","Thursday","10:15 - 11:05",0,"Available"
"976","LCS1","Thursday","11:10 - 12:00",0,"Available"
"977","LCS1","Thursday","13:00 - 14:00",0,"Available"
"978","LCS1","Thursday","14:00 - 15:00",0,"Available"
"979","LCS1","Thursday","15:00 - 16:00",0,"Available"
"980","LCS1","Thursday","16:00 - 17:00",0,"Available"
"981","LCS1","Thursday","17:00 - 17:45",0,"Available"
"982","LCS1","Friday","08:00 - 08:50",0,"Available"
"983","LCS1","Friday","08:55 - 09:45",0,"Available"
"984","LCS1","Friday","10:15 - 11:05",0,"Available"
"985","LCS1","Friday","11:10 - 12:00",0,"Available"
"986","LCS1","Friday","13:00 - 14:00",0,"Available"
"987","LCS1","Friday","14:00 - 15:00",0,"Available"
"988","LCS1","Friday","15:00 - 16:00",0,"Available"
"989","LCS1","Friday","16:00 - 17:00",0,"Available"
"990","LCS1","Friday","17:00 - 17:45",0,"Available"
"991","LCS1","Saturday","08:00 - 08:50",0,"Available"
"992","LCS1","Saturday","08:55 - 09:45",0,"Available"
"993","LCS1","Saturday","10:15 - 11:05",0,"Available"
"994","LCS1","Saturday","11:10 - 12:00",0,"Available"
"995","LCS1","Saturday","13:00 - 14:00",0,"Available"
"996","LCS1","Saturday","14:00 - 15:00",0,"Available"
"997","LCS1","Saturday","15:00 - 16:00",0,"Available"
"998","LCS1","Saturday","16:00 - 17:00",0,"Available"
"999","LCS1","Saturday","17:00 - 17:45",0,"Available"
"1000","LCS1","Sunday","08:00 - 08:50",0,"Available"
"1001","LCS1","Sunday","08:55 - 09:45",0,"Available"
"1002","LCS1","Sunday","10:15 - 11:05",0,"Available"
"1003","LCS1","Sunday","11:10 - 12:00",0,"Available"
"1004","LCS1","Sunday","13:00 - 14:00",0,"Available"
"1005","LCS1","Sunday","14:00 - 15:00",0,"Available"
"1006","LCS1","Sunday","15:00 - 16:00",0,"Available"
"1007","LCS1","Sunday","16:00 - 17:00",0,"Available"
"1008","LCS1","Sunday","17:00 - 17:45",0,"Available"
"1009","LCS2","Monday","08:00 - 08:50",0,"Available"
"1010","LCS2","Monday","08:55 - 09:45",0,"Available"
"1011","LCS2","Monday","10:15 - 11:05",0,"Available"
"1012","LCS2","Monday","11:10 - 12:00",0,"Available"
"1013","LCS2","Monday","13:00 - 14:00",0,"Available"
"1014","LCS2","Monday","14:00 - 15:00",0,"Available"
"1015","LCS2","Monday","15:00 - 16:00",0,"Available"
"1016","LCS2","Monday","16:00 - 17:00",0,"Available"
"1017","LCS2","Monday","17:00 - 17:45",0,"Available"
"1018","LCS2","Tuesday","08:00 - 08:50",0,"Available"
"1019","LCS2","Tuesday","08:55 - 09:45",0,"Available"
"1020","LCS2","Tuesday","10:15 - 11:05",0,"Available"
"1021","LCS2","Tuesday","11:10 - 12:00",0,"Available"
"1022","LCS2","Tuesday","13:00 - 14:00",0,"Available"
"1023","LCS2","Tuesday","14:00 - 15:00",0,"Available"
"1024","LCS2","Tuesday","15:00 - 16:00",0,"Available"
"1025","LCS2","Tuesday","16:00 - 17:00",0,"Available"
"1026","LCS2","Tuesday","17:00 - 17:45",0,"Available"
"1027","LCS2","Wednesday","08:00 - 08:50",0,"Available"
"1028","LCS2","Wednesday","08:55 - 09:45",0,"Available"
"1029","LCS2","Wednesday","10:15 - 11:05",0,"Available"
"1030","LCS2","Wednesday","11:10 - 12:00",0,"Available"
"1031","LCS2","Wednesday","13:00 - 14:00",0,"Available"
"1032","LCS2","Wednesday","14:00 - 15:00",0,"Available"
"1033","LCS2","Wednesday","15:00 - 16:00",0,"Available"
"1034","LCS2","Wednesday","16:00 - 17:00",0,"Available"
"1035","LCS2","Wednesday","17:00 - 17:45",0,"Available"
"1036","LCS2","Thursday","08:00 - 08:50",0,"Available"
"1037","LCS2","Thursday","08:55 - 09:45",0,"Available"
"1038","LCS2","Thursday","10:15 - 11:05",1,"Not Available"
"1039","LCS2","Thursday","11:10 - 12:00",1,"Not Available"
"1040","LCS2","Thursday","13:00 - 14:00",1,"Not Available"
"1041","LCS2","Thursday","14:00 - 15:00",1,"Not Available"
"1042","LCS2","Thursday","15:00 - 16:00",0,"Available"
"1043","LCS2","Thursday","16:00 - 17:00",0,"Available"
"1044","LCS2","Thursday","17:00 - 17:45",0,"Available"
"1045","LCS2","Friday","08:00 - 08:50",0,"Available"
"1046","LCS2","Friday","08:55 - 09:45",0,"Available"
"1047","LCS2","Friday","10:15 - 11:05",0,"Available"
"1048","LCS2","Friday","11:10 - 12:00",0,"Available"
"1049","LCS2","Friday","13:00 - 14:00",0,"Available"
"1050","LCS2","Friday","14:00 - 15:00",0,"Available"
"1051","LCS2","Friday","15:00 - 16:00",0,"Available"
"1052","LCS2","Friday","16:00 - 17:00",0,"Available"
"1053","LCS2","Friday","17:00 - 17:45",0,"Available"
"1054","LCS2","Saturday","08:00 - 08:50",0,"Available"
"1055","LCS2","Saturday","08:55 - 09:45",0,"Available"
"1056","LCS2","Saturday","10:15 - 11:05",0,"Available"
"1057","LCS2","Saturday","11:10 - 12:00",0,"Available"
"1058","LCS2","Saturday","13:00 - 14:00",0,"Available"
"1059","LCS2","Saturday","14:00 - 15:00",0,"Available"
"1060","LCS2","Saturday","15:00 - 16:00",0,"Available"
"1061","LCS2","Saturday","16:00 - 17:00",0,"Available"
"1062","LCS2","Saturday","17:00 - 17:45",0,"Available"
"1063","LCS2","Sunday","08:00 - 08:50",0,"Available"
"1064","LCS2","Sunday","08:55 - 09:45",0,"Available"
"1065","LCS2","Sunday","10:15 - 11:05",0,"Available"
"1066","LCS2","Sunday","11:10 - 12:00",0,"Available"
"1067","LCS2","Sunday","13:00 - 14:00",0,"Available"
"1068","LCS2","Sunday","14:00 - 15:00",0,"Available"
"1069","LCS2","Sunday","15:00 - 16:00",0,"Available"
"1070","LCS2","Sunday","16:00 - 17:00",0,"Available"
"1071","LCS2","Sunday","17:00 - 17:45",0,"Available"
"1072","M1","Monday","08:00 - 08:50",1,"Not Available"
"1073","M1","Monday","08:55 - 09:45",0,"Available"
"1074","M1","Monday","10:15 - 11:05",0,"Available"
"1075","M1","Monday","11:10 - 12:00",0,"Available"
"1076","M1","Monday","13:00 - 14:00",1,"Not Available"
"1077","M1","Monday","14:00 - 15:00",1,"Not Available"
"1078","M1","Monday","15:00 - 16:00",0,"Available"
"1079","M1","Monday","16:00 - 17:00",0,"Available"
"1080","M1","Monday","17:00 - 17:45",0,"Available"
"1081","M1","Tuesday","08:00 - 08:50",0,"Available"
"1082","M1","Tuesday","08:55 - 09:45",1,"Not Available"
"1083","M1","Tuesday","10:15 - 11:05",1,"Not Available"
"1084","M1","Tuesday","11:10 - 12:00",1,"Not Available"
"1085","M1","Tuesday","13:00 - 14:00",1,"Not Available"
"1086","M1","Tuesday","14:00 - 15:00",1,"Not Available"
"1087","M1","Tuesday","15:00 - 16:00",1,"Not Available"
"1088","M1","Tuesday","16:00 - 17:00",0,"Available"
"1089","M1","Tuesday","17:00 - 17:45",0,"Available"
"1090","M1","Wednesday","08:00 - 08:50",1,"Not Available"
"1091","M1","Wednesday","08:55 - 09:45",1,"Not Available"
"1092","M1","Wednesday","10:15 - 11:05",1,"Not Available"
"1093","M1","Wednesday","11:10 - 12:00",1,"Not Available"
"1094","M1","Wednesday","13:00 - 14:00",1,"Not Available"
"1095","M1","Wednesday","14:00 - 15:00",1,"Not Available"
"1096","M1","Wednesday","15:00 - 16:00",0,"Available"
"1097","M1","Wednesday","16:00 - 17:00",0,"Available"
"1098","M1","Wednesday","17:00 - 17:45",0,"Available"
"1099","M1","Thursday","08:00 - 08:50",0,"Available"
"1100","M1","Thursday","08:55 - 09:45",1,"Not Available"
"1101","M1","Thursday","10:15 - 11:05",0,"Available"
"1102","M1","Thursday","11:10 - 12:00",0,"Available"
"1103","M1","Thursday","13:00 - 14:00",0,"Available"
"1104","M1","Thursday","14:00 - 15:00",1,"Not Available"
"1105","M1","Thursday","15:00 - 16:00",0,"Available"
"1106","M1","Thursday","16:00 - 17:00",0,"Available"
"1107","M1","Thursday","17:00 - 17:45",0,"Available"
"1108","M1","Friday","08:00 - 08:50",1,"Not Available"
"1109","M1","Friday","08:55 - 09:45",1,"Not Available"
"1110","M1","Friday","10:15 - 11:05",1,"Not Available"
"1111","M1","Friday","11:10 - 12:00",0,"Available"
"1112","M1","Friday","13:00 - 14:00",1,"Not Available"
"1113","M1","Friday","14:00 - 15:00",1,"Not Available"
"1114","M1","Friday","15:00 - 16:00",1,"Not Available"
"1115","M1","Friday","16:00 - 17:00",0,"Available"
"1116","M1","Friday","17:00 - 17:45",0,"Available"
"1117","M1","Saturday","08:00 - 08:50",0,"Available"
"1118","M1","Saturday","08:55 - 09:45",0,"Available"
"1119","M1","Saturday","10:15 - 11:05",0,"Available"
"1120","M1","Saturday","11:10 - 12:00",0,"Available"
"1121","M1","Saturday","13:00 - 14:00",0,"Available"
"1122","M1","Saturday","14:00 - 15:00",0,"Available"
"1123","M1","Saturday","15:00 - 16:00",0,"Available"
"1124","M1","Saturday","16:00 - 17:00",0,"Available"
"1125","M1","Saturday","17:00 - 17:45",0,"Available"
"1126","M1","Sunday","08:00 - 08:50",0,"Available"
"1127","M1","Sunday","08:55 - 09:45",0,"Available"
"1128","M1","Sunday","10:15 - 11:05",0,"Available"
"1129","M1","Sunday","11:10 - 12:00",0,"Available"
"1130","M1","Sunday","13:00 - 14:00",0,"Available"
"1131","M1","Sunday","14:00 - 15:00",0,"Available"
"1132","M1","Sunday","15:00 - 16:00",0,"Available"
"1133","M1","Sunday","16:00 - 17:00",0,"Available"
"1134","M1","Sunday","17:00 - 17:45",0,"Available"
"1135","M2","Monday","08:00 - 08:50",1,"Not Available"
"1136","M2","Monday","08:55 - 09:45",1,"Not Available"
"1137","M2","Monday","10:15 - 11:05",1,"Not Available"
"1138","M2","Monday","11:10 - 12:00",1,"Not Available"
"1139","M2","Monday","13:00 - 14:00",0,"Available"
"1140","M2","Monday","14:00 - 15:00",0,"Available"
"1141","M2","Monday","15:00 - 16:00",0,"Available"
"1142","M2","Monday","16:00 - 17:00",0,"Available"
"1143","M2","Monday","17:00 - 17:45",0,"Available"
"1144","M2","Tuesday","08:00 - 08:50",0,"Available"
"1145","M2","Tuesday","08:55 - 09:45",0,"Available"
"1146","M2","Tuesday","10:15 - 11:05",0,"Available"
"1147","M2","Tuesday","11:10 - 12:00",0,"Available"
"1148","M2","Tuesday","13:00 - 14:00",1,"Not Available"
"1149","M2","Tuesday","14:00 - 15:00",1,"Not Available"
"1150","M2","Tuesday","15:00 - 16:00",0,"Available"
"1151","M2","Tuesday","16:00 - 17:00",0,"Available"
"1152","M2","Tuesday","17:00 - 17:45",0,"Available"
"1153","M2","Wednesday","08:00 - 08:50",1,"Not Available"
"1154","M2","Wednesday","08:55 - 09:45",1,"Not Available"
"1155","M2","Wednesday","10:15 - 11:05",1,"Not Available"
"1156","M2","Wednesday","11:10 - 12:00",1,"Not Available"
"1157","M2","Wednesday","13:00 - 14:00",0,"Available"
"1158","M2","Wednesday","14:00 - 15:00",0,"Available"
"1159","M2","Wednesday","15:00 - 16:00",0,"Available"
"1160","M2","Wednesday","16:00 - 17:00",0,"Available"
"1161","M2","Wednesday","17:00 - 17:45",0,"Available"
"1162","M2","Thursday","08:00 - 08:50",0,"Available"
"1163","M2","Thursday","08:55 - 09:45",0,"Available"
"1164","M2","Thursday","10:15 - 11:05",1,"Not Available"
"1165","M2","Thursday","11:10 - 12:00",1,"Not Available"
"1166","M2","Thursday","13:00 - 14:00",0,"Available"
"1167","M2","Thursday","14:00 - 15:00",0,"Available"
"1168","M2","Thursday","15:00 - 16:00",0,"Available"
"1169","M2","Thursday","16:00 - 17:00",0,"Available"
"1170","M2","Thursday","17:00 - 17:45",0,"Available"
"1171","M2","Friday","08:00 - 08:50",0,"Available"
"1172","M2","Friday","08:55 - 09:45",0,"Available"
"1173","M2","Friday","10:15 - 11:05",1,"Not Available"
"1174","M2","Friday","11:10 - 12:00",1,"Not Available"
"1175","M2","Friday","13:00 - 14:00",0,"Available"
"1176","M2","Friday","14:00 - 15:00",0,"Available"
"1177","M2","Friday","15:00 - 16:00",0,"Available"
"1178","M2","Friday","16:00 - 17:00",0,"Available"
"1179","M2","Friday","17:00 - 17:45",0,"Available"
"1180","M2","Saturday","08:00 - 08:50",0,"Available"
"1181","M2","Saturday","08:55 - 09:45",0,"Available"
"1182","M2","Saturday","10:15 - 11:05",0,"Available"
"1183","M2","Saturday","11:10 - 12:00",0,"Available"
"1184","M2","Saturday","13:00 - 14:00",0,"Available"
"1185","M2","Saturday","14:00 - 15:00",0,"Available"
"1186","M2","Saturday","15:00 - 16:00",0,"Available"
"1187","M2","Saturday","16:00 - 17:00",0,"Available"
"1188","M2","Saturday","17:00 - 17:45",0,"Available"
"1189","M2","Sunday","08:00 - 08:50",0,"Available"
"1190","M2","Sunday","08:55 - 09:45",0,"Available"
"1191","M2","Sunday","10:15 - 11:05",0,"Available"
"1192","M2","Sunday","11:10 - 12:00",0,"Available"
"1193","M2","Sunday","13:00 - 14:00",0,"Available"
"1194","M2","Sunday","14:00 - 15:00",0,"Available"
"1195","M2","Sunday","15:00 - 16:00",0,"Available"
"1196","M2","Sunday","16:00 - 17:00",0,"Available"
"1197","M2","Sunday","17:00 - 17:45",0,"Available"
"1198","NFC2","Monday","08:00 - 08:50",1,"Not Available"
"1199","NFC2","Monday","08:55 - 09:45",1,"Not Available"
"1200","NFC2","Monday","10:15 - 11:05",1,"Not Available"
"1201","NFC2","Monday","11:10 - 12:00",1,"Not Available"
"1202","NFC2","Monday","13:00 - 14:00",0,"Available"
"1203","NFC2","Monday","14:00 - 15:00",0,"Available"
"1204","NFC2","Monday","15:00 - 16:00",0,"Available"
"1205","NFC2","Monday","16:00 - 17:00",0,"Available"
"1206","NFC2","Monday","17:00 - 17:45",0,"Available"
"1207","NFC2","Tuesday","08:00 - 08:50",0,"Available"
"1208","NFC2","Tuesday","08:55 - 09:45",0,"Available"
"1209","NFC2","Tuesday","10:15 - 11:05",0,"Available"
"1210","NFC2","Tuesday","11:10 - 12:00",1,"Not Available"
"1211","NFC2","Tuesday","13:00 - 14:00",1,"Not Available"
"1212","NFC2","Tuesday","14:00 - 15:00",1,"Not Available"
"1213","NFC2","Tuesday","15:00 - 16:00",0,"Available"
"1214","NFC2","Tuesday","16:00 - 17:00",0,"Available"
"1215","NFC2","Tuesday","17:00 - 17:45",0,"Available"
"1216","NFC2","Wednesday","08:00 - 08:50",0,"Available"
"1217","NFC2","Wednesday","08:55 - 09:45",0,"Available"
"1218","NFC2","Wednesday","10:15 - 11:05",1,"Not Available"
"1219","NFC2","Wednesday","11:10 - 12:00",1,"Not Available"
"1220","NFC2","Wednesday","13:00 - 14:00",1,"Not Available"
"1221","NFC2","Wednesday","14:00 - 15:00",1,"Not Available"
"1222","NFC2","Wednesday","15:00 - 16:00",0,"Available"
"1223","NFC2","Wednesday","16:00 - 17:00",0,"Available"
"1224","NFC2","Wednesday","17:00 - 17:45",0,"Available"
"1225","NFC2","Thursday","08:00 - 08:50",1,"Not Available"
"1226","NFC2","Thursday","08:55 - 09:45",1,"Not Available"
"1227","NFC2","Thursday","10:15 - 11:05",1,"Not Available"
"1228","NFC2","Thursday","11:10 - 12:00",1,"Not Available"
"1229","NFC2","Thursday","13:00 - 14:00",0,"Available"
"1230","NFC2","Thursday","14:00 - 15:00",0,"Available"
"1231","NFC2","Thursday","15:00 - 16:00",0,"Available"
"1232","NFC2","Thursday","16:00 - 17:00",0,"Available"
"1233","NFC2","Thursday","17:00 - 17:45",0,"Available"
"1234","NFC2","Friday","08:00 - 08:50",1,"Not Available"
"1235","NFC2","Friday","08:55 - 09:45",1,"Not Available"
"1236","NFC2","Friday","10:15 - 11:05",1,"Not Available"
"1237","NFC2","Friday","11:10 - 12:00",1,"Not Available"
"1238","NFC2","Friday","13:00 - 14:00",1,"Not Available"
"1239","NFC2","Friday","14:00 - 15:00",1,"Not Available"
"1240","NFC2","Friday","15:00 - 16:00",0,"Available"
"1241","NFC2","Friday","16:00 - 17:00",0,"Available"
"1242","NFC2","Friday","17:00 - 17:45",0,"Available"
"1243","NFC2","Saturday","08:00 - 08:50",0,"Available"
"1244","NFC2","Saturday","08:55 - 09:45",0,"Available"
"1245","NFC2","Saturday","10:15 - 11:05",0,"Available"
"1246","NFC2","Saturday","11:10 - 12:00",0,"Available"
"1247","NFC2","Saturday","13:00 - 14:00",0,"Available"
"1248","NFC2","Saturday","14:00 - 15:00",0,"Available"
"1249","NFC2","Saturday","15:00 - 16:00",0,"Available"
"1250","NFC2","Saturday","16:00 - 17:00",0,"Available"
"1251","NFC2","Saturday","17:00 - 17:45",0,"Available"
"1252","NFC2","Sunday","08:00 - 08:50",0,"Available"
"1253","NFC2","Sunday","08:55 - 09:45",0,"Available"
"1254","NFC2","Sunday","10:15 - 11:05",0,"Available"
"1255","NFC2","Sunday","11:10 - 12:00",0,"Available"
"1256","NFC2","Sunday","13:00 - 14:00",0,"Available"
"1257","NFC2","Sunday","14:00 - 15:00",0,"Available"
"1258","NFC2","Sunday","15:00 - 16:00",0,"Available"
"1259","NFC2","Sunday","16:00 - 17:00",0,"Available"
"1260","NFC2","Sunday","17:00 - 17:45",0,"Available"
"1261","NFC3","Monday","08:00 - 08:50",1,"Not Available"
"1262","NFC3","Monday","08:55 - 09:45",1,"Not Available"
"1263","NFC3","Monday","10:15 - 11:05",1,"Not Available"
"1264","NFC3","Monday","11:10 - 12:00",1,"Not Available"
"1265","NFC3","Monday","13:00 - 14:00",0,"Available"
"1266","NFC3","Monday","14:00 - 15:00",1,"Not Available"
"1267","NFC3","Monday","15:00 - 16:00",1,"Not Available"
"1268","NFC3","Monday","16:00 - 17:00",1,"Not Available"
"1269","NFC3","Monday","17:00 - 17:45",1,"Not Available"
"1270","NFC3","Tuesday","08:00 - 08:50",1,"Not Available"
"1271","NFC3","Tuesday","08:55 - 09:45",1,"Not Available"
"1272","NFC3","Tuesday","10:15 - 11:05",1,"Not Available"
"1273","NFC3","Tuesday","11:10 - 12:00",1,"Not Available"
"1274","NFC3","Tuesday","13:00 - 14:00",1,"Not Available"
"1275","NFC3","Tuesday","14:00 - 15:00",1,"Not Available"
"1276","NFC3","Tuesday","15:00 - 16:00",0,"Available"
"1277","NFC3","Tuesday","16:00 - 17:00",0,"Available"
"1278","NFC3","Tuesday","17:00 - 17:45",0,"Available"
"1279","NFC3","Wednesday","08:00 - 08:50",1,"Not Available"
"1280","NFC3","Wednesday","08:55 - 09:45",1,"Not Available"
"1281","NFC3","Wednesday","10:15 - 11:05",1,"Not Available"
"1282","NFC3","Wednesday","11:10 - 12:00",1,"Not Available"
"1283","NFC3","Wednesday","13:00 - 14:00",1,"Not Available"
"1284","NFC3","Wednesday","14:00 - 15:00",1,"Not Available"
"1285","NFC3","Wednesday","15:00 - 16:00",0,"Available"
"1286","NFC3","Wednesday","16:00 - 17:00",0,"Available"
"1287","NFC3","Wednesday","17:00 - 17:45",0,"Available"
"1288","NFC3","Thursday","08:00 - 08:50",1,"Not Available"
"1289","NFC3","Thursday","08:55 - 09:45",1,"Not Available"
"1290","NFC3","Thursday","10:15 - 11:05",1,"Not Available"
"1291","NFC3","Thursday","11:10 - 12:00",1,"Not Available"
"1292","NFC3","Thursday","13:00 - 14:00",1,"Not Available"
"1293","NFC3","Thursday","14:00 - 15:00",1,"Not Available"
"1294","NFC3","Thursday","15:00 - 16:00",0,"Available"
"1295","NFC3","Thursday","16:00 - 17:00",0,"Available"
"1296","NFC3","Thursday","17:00 - 17:45",0,"Available"
"1297","NFC3","Friday","08:00 - 08:50",0,"Available"
"1298","NFC3","Friday","08:55 - 09:45",0,"Available"
"1299","NFC3","Friday","10:15 - 11:05",1,"Not Available"
"1300","NFC3","Friday","11:10 - 12:00",1,"Not Available"
"1301","NFC3","Friday","13:00 - 14:00",1,"Not Available"
"1302","NFC3","Friday","14:00 - 15:00",0,"Available"
"1303","NFC3","Friday","15:00 - 16:00",0,"Available"
"1304","NFC3","Friday","16:00 - 17:00",0,"Available"
"1305","NFC3","Friday","17:00 - 17:45",0,"Available"
"1306","NFC3","Saturday","08:00 - 08:50",0,"Available"
"1307","NFC3","Saturday","08:55 - 09:45",0,"Available"
"1308","NFC3","Saturday","10:15 - 11:05",0,"Available"
"1309","NFC3","Saturday","11:10 - 12:00",0,"Available"
"1310","NFC3","Saturday","13:00 - 14:00",0,"Available"
"1311","NFC3","Saturday","14:00 - 15:00",0,"Available"
"1312","NFC3","Saturday","15:00 - 16:00",0,"Available"
"1313","NFC3","Saturday","16:00 - 17:00",0,"Available"
"1314","NFC3","Saturday","17:00 - 17:45",0,"Available"
"1315","NFC3","Sunday","08:00 - 08:50",0,"Available"
"1316","NFC3","Sunday","08:55 - 09:45",0,"Available"
"1317","NFC3","Sunday","10:15 - 11:05",0,"Available"
"1318","NFC3","Sunday","11:10 - 12:00",0,"Available"
"1319","NFC3","Sunday","13:00 - 14:00",0,"Available"
"1320","NFC3","Sunday","14:00 - 15:00",0,"Available"
"1321","NFC3","Sunday","15:00 - 16:00",0,"Available"
"1322","NFC3","Sunday","16:00 - 17:00",0,"Available"
"1323","NFC3","Sunday","17:00 - 17:45",0,"Available"
"1324","NFC4","Monday","08:00 - 08:50",0,"Available"
"1325","NFC4","Monday","08:55 - 09:45",0,"Available"
"1326","NFC4","Monday","10:15 - 11:05",1,"Not Available"
"1327","NFC4","Monday","11:10 - 12:00",1,"Not Available"
"1328","NFC4","Monday","13:00 - 14:00",1,"Not Available"
"1329","NFC4","Monday","14:00 - 15:00",1,"Not Available"
"1330","NFC4","Monday","15:00 - 16:00",0,"Available"
"1331","NFC4","Monday","16:00 - 17:00",0,"Available"
"1332","NFC4","Monday","17:00 - 17:45",0,"Available"
"1333","NFC4","Tuesday","08:00 - 08:50",1,"Not Available"
"1334","NFC4","Tuesday","08:55 - 09:45",1,"Not Available"
"1335","NFC4","Tuesday","10:15 - 11:05",0,"Available"
"1336","NFC4","Tuesday","11:10 - 12:00",0,"Available"
"1337","NFC4","Tuesday","13:00 - 14:00",1,"Not Available"
"1338","NFC4","Tuesday","14:00 - 15:00",1,"Not Available"
"1339","NFC4","Tuesday","15:00 - 16:00",1,"Not Available"
"1340","NFC4","Tuesday","16:00 - 17:00",1,"Not Available"
"1341","NFC4","Tuesday","17:00 - 17:45",0,"Available"
"1342","NFC4","Wednesday","08:00 - 08:50",1,"Not Available"
"1343","NFC4","Wednesday","08:55 - 09:45",1,"Not Available"
"1344","NFC4","Wednesday","10:15 - 11:05",1,"Not Available"
"1345","NFC4","Wednesday","11:10 - 12:00",1,"Not Available"
"1346","NFC4","Wednesday","13:00 - 14:00",0,"Available"
"1347","NFC4","Wednesday","14:00 - 15:00",1,"Not Available"
"1348","NFC4","Wednesday","15:00 - 16:00",1,"Not Available"
"1349","NFC4","Wednesday","16:00 - 17:00",1,"Not Available"
"1350","NFC4","Wednesday","17:00 - 17:45",1,"Not Available"
"1351","NFC4","Thursday","08:00 - 08:50",0,"Available"
"1352","NFC4","Thursday","08:55 - 09:45",0,"Available"
"1353","NFC4","Thursday","10:15 - 11:05",0,"Available"
"1354","NFC4","Thursday","11:10 - 12:00",0,"Available"
"1355","NFC4","Thursday","13:00 - 14:00",1,"Not Available"
"1356","NFC4","Thursday","14:00 - 15:00",1,"Not Available"
"1357","NFC4","Thursday","15:00 - 16:00",0,"Available"
"1358","NFC4","Thursday","16:00 - 17:00",0,"Available"
"1359","NFC4","Thursday","17:00 - 17:45",0,"Available"
"1360","NFC4","Friday","08:00 - 08:50",1,"Not Available"
"1361","NFC4","Friday","08:55 - 09:45",1,"Not Available"
"1362","NFC4","Friday","10:15 - 11:05",1,"Not Available"
"1363","NFC4","Friday","11:10 - 12:00",1,"Not Available"
"1364","NFC4","Friday","13:00 - 14:00",0,"Available"
"1365","NFC4","Friday","14:00 - 15:00",0,"Available"
"1366","NFC4","Friday","15:00 - 16:00",0,"Available"
"1367","NFC4","Friday","16:00 - 17:00",0,"Available"
"1368","NFC4","Friday","17:00 - 17:45",0,"Available"
"1369","NFC4","Saturday","08:00 - 08:50",0,"Available"
"1370","NFC4","Saturday","08:55 - 09:45",0,"Available"
"1371","NFC4","Saturday","10:15 - 11:05",0,"Available"
"1372","NFC4","Saturday","11:10 - 12:00",0,"Available"
"1373","NFC4","Saturday","13:00 - 14:00",0,"Available"
"1374","NFC4","Saturday","14:00 - 15:00",0,"Available"
"1375","NFC4","Saturday","15:00 - 16:00",0,"Available"
"1376","NFC4","Saturday","16:00 - 17:00",0,"Available"
"1377","NFC4","Saturday","17:00 - 17:45",0,"Available"
"1378","NFC4","Sunday","08:00 - 08:50",0,"Available"
"1379","NFC4","Sunday","08:55 - 09:45",0,"Available"
"1380","NFC4","Sunday","10:15 - 11:05",0,"Available"
"1381","NFC4","Sunday","11:10 - 12:00",0,"Available"
"1382","NFC4","Sunday","13:00 - 14:00",0,"Available"
"1383","NFC4","Sunday","14:00 - 15:00",0,"Available"
"1384","NFC4","Sunday","15:00 - 16:00",0,"Available"
"1385","NFC4","Sunday","16:00 - 17:00",0,"Available"
"1386","NFC4","Sunday","17:00 - 17:45",0,"Available"
"1387","NFC5","Monday","08:00 - 08:50",0,"Available"
"1388","NFC5","Monday","08:55 - 09:45",1,"Not Available"
"1389","NFC5","Monday","10:15 - 11:05",1,"Not Available"
"1390","NFC5","Monday","11:10 - 12:00",1,"Not Available"
"1391","NFC5","Monday","13:00 - 14:00",1,"Not Available"
"1392","NFC5","Monday","14:00 - 15:00",1,"Not Available"
"1393","NFC5","Monday","15:00 - 16:00",1,"Not Available"
"1394","NFC5","Monday","16:00 - 17:00",0,"Available"
"1395","NFC5","Monday","17:00 - 17:45",0,"Available"
"1396","NFC5","Tuesday","08:00 - 08:50",0,"Available"
"1397","NFC5","Tuesday","08:55 - 09:45",1,"Not Available"
"1398","NFC5","Tuesday","10:15 - 11:05",1,"Not Available"
"1399","NFC5","Tuesday","11:10 - 12:00",1,"Not Available"
"1400","NFC5","Tuesday","13:00 - 14:00",0,"Available"
"1401","NFC5","Tuesday","14:00 - 15:00",0,"Available"
"1402","NFC5","Tuesday","15:00 - 16:00",0,"Available"
"1403","NFC5","Tuesday","16:00 - 17:00",0,"Available"
"1404","NFC5","Tuesday","17:00 - 17:45",0,"Available"
"1405","NFC5","Wednesday","08:00 - 08:50",1,"Not Available"
"1406","NFC5","Wednesday","08:55 - 09:45",1,"Not Available"
"1407","NFC5","Wednesday","10:15 - 11:05",0,"Available"
"1408","NFC5","Wednesday","11:10 - 12:00",0,"Available"
"1409","NFC5","Wednesday","13:00 - 14:00",1,"Not Available"
